name,total_reviews,total_citedin,max_citedin,max_citedin_pmid,max_citedin_year,year_start,year_last
Francisco J Quintana,1,4,4,23999753,2013,2013,2013
F P Jr Quismorio,1,1,1,3542173,1986,1986,1986
H Rabb,1,2,2,25343821,2014,2014,2014
C Rabourdin-Combe,1,15,15,12797445,2003,2003,2003
Richard A Rachubinski,1,9,9,19121819,2009,2009,2009
P Racz,1,13,13,7587348,1995,1995,1995
Heinfried H Radeke,1,7,7,24977479,2014,2014,2014
L H Rademakers,1,2,2,1896617,1991,1991,1991
Biserka Radosevic-Stasic,1,3,3,23387888,2013,2013,2013
H-J Radzun,1,0,0,26310365,2015,2015,2015
Asif Rafi,1,2,2,12888261,2003,2003,2003
Haakon Ragde,1,8,8,15538202,2004,2004,2004
Gwendoline Rahir,1,20,20,22488275,2012,2012,2012
N G Rainov,1,6,6,11713365,2001,2001,2001
Murugappan Jr Ramanathan,1,3,3,22569404,2012,2012,2012
H G Rammensee,1,15,15,11248798,2001,2001,2001
Torbjorn Ramqvist,1,17,17,17665989,2007,2007,2007
A J Ramsay,1,8,8,11256745,2001,2001,2001
Troy D Randall,1,13,13,24145854,2013,2013,2013
S Ranjit,1,2,2,16954452,2006,2006,2006
Richard M Ransohoff,1,160,160,22466658,2012,2012,2012
A S Rao,1,0,0,7593387,1995,1995,1995
Anjana Rao,1,35,35,15023415,2004,2004,2004
Mangala Rao,1,0,0,25367127,2014,2014,2014
Milan Raska,1,0,0,26518489,2015,2015,2015
S Raskovic,1,2,2,9525083,1998,1998,1998
E J Raubenheimer,1,1,1,8395235,1993,1993,1993
David H Raulet,1,72,72,15454923,2004,2004,2004
J Raulin,1,1,1,15892690,2005,2005,2005
Anuradha Ray,1,5,5,24300419,2013,2013,2013
Fabio Re,1,23,23,15481153,2004,2004,2004
Patrick C Reading,1,13,13,22124137,2011,2011,2011
Vijay Reddy,1,4,4,20036823,2009,2009,2009
Raymond Reding,1,2,2,17306738,2007,2007,2007
Arnela Redzovic,1,2,2,23864879,2013,2013,2013
Steven G Reed,1,94,94,21198672,2011,2011,2011
Barbara Rehermann,1,170,170,19587449,2009,2009,2009
Muti Ur Rehman,1,6,6,22172645,2011,2011,2011
Jerome M Reich,1,3,3,22284237,2012,2012,2012
K Reich,1,4,4,1396367,1992,1992,1992
D C Reid,1,8,8,11298582,2001,2001,2001
H W Reid,1,1,1,8156048,1994,1994,1994
C R Reilly,1,22,22,10450520,1999,1999,1999
Jorg Reimann,1,13,13,12186188,2002,2002,2002
Todd A Reinhart,1,8,8,12860521,2003,2003,2003
Ole Petter Rekvig,1,10,10,24763531,2014,2014,2014
Rajko Reljic,1,18,18,19275693,2009,2009,2009
Giuseppe Remuzzi,1,1,1,20349420,2010,2010,2010
Xiu-bao Ren,1,3,3,23207147,2012,2012,2012
Xiubao Ren,1,1,1,23246679,2012,2012,2012
Paul D Rennert,1,17,17,21911007,2011,2011,2011
Urska Repnik,1,5,5,15982568,2005,2005,2005
Jose M Requena,1,7,7,15335317,2004,2004,2004
L Requena,1,0,0,21232729,2011,2011,2011
Hendrik Reynaert,1,3,3,26755874,2016,2016,2016
Nima Rezaei,1,0,0,27359083,2016,2016,2016
Frits van Rhee,1,3,3,17332275,2007,2007,2007
Poong-Lyul Rhee,1,3,3,25846321,2015,2015,2015
Wasif Riaz,1,7,7,25310209,2014,2014,2014
M Ribas-Mundo,1,0,0,10846678,2000,2000,2000
Sharon D Ricardo,1,3,3,23194390,2012,2012,2012
N R Rice,1,9,9,11642603,2001,2001,2001
Ruggero Ridolfi,1,1,1,14711365,2004,2004,2004
R Rieben,1,33,33,19883419,2009,2009,2009
E P Rieber,1,4,4,10098323,1999,1999,1999
Marc A Riedl,1,49,49,18188018,2008,2008,2008
G M Rigolin,1,0,0,11702607,2001,2001,2001
Adam I Riker,1,4,4,16146709,2005,2005,2005
G F Rimmelzwaan,1,60,60,21963677,2011,2011,2011
J Ring,1,0,0,11899283,2002,2002,2002
Steven Ringquist,1,2,2,16963140,2006,2006,2006
Brian Rini,1,0,0,15500401,2004,2004,2004
Kate Rittenhouse-Olson,1,39,39,21964054,2011,2011,2011
Amariliz Rivera,1,13,13,22133343,2011,2011,2011
Juan Rivera,1,168,168,18787560,2008,2008,2008
L Rivoltini,1,123,123,17932500,2007,2007,2007
A P Rizopulu,1,3,3,26547064,2015,2015,2015
Albert A Rizvanov,1,2,2,25524580,2014,2014,2014
David A Rizzieri,1,0,0,27913457,2016,2016,2016
J A Roake,1,2,2,7556711,1995,1995,1995
L Rob,1,0,0,22779721,2012,2012,2012
Melissa Robbiani,1,10,10,21743323,2011,2011,2011
Andrew W Roberts,1,47,47,16019425,2005,2005,2005
David J Roberts,1,9,9,12538653,2003,2003,2003
Bruce W S Robinson,1,18,18,22804570,2012,2012,2012
Alfredo Robledo Aguilar,1,0,0,17310641,2007,2007,2007
Sara Maria Robledo,1,0,0,15551883,2004,2004,2004
H M Roche,1,19,19,20207526,2010,2010,2010
N Roche,1,2,2,21163401,2010,2010,2010
Rosemary Rochford,1,54,54,15685227,2005,2005,2005
M Rocken,1,2,2,15526946,2004,2004,2004
Stanley G Rockson,1,9,9,15624439,2004,2004,2004
Richard Roden,1,17,17,18363994,2008,2008,2008
E Rodrigo,1,1,1,17912229,2007,2007,2007
Miriam Rodriguez-Sosa,1,9,9,23509724,2013,2013,2013
R Rodriguez,1,0,0,11525293,2001,2001,2001
Ben Roediger,1,10,10,18987873,2008,2008,2008
Helene Roelofs,1,37,37,17442776,2007,2007,2007
Michel Roger,1,7,7,22461837,2012,2012,2012
Kristin M Rogers,1,8,8,20375598,2009,2009,2009
Erwin L Roggen,1,6,6,16876979,2006,2006,2006
Ben Roitberg,1,0,0,15639508,2005,2005,2005
Javier Rojo,1,6,6,15308605,2004,2004,2004
A G Rolink,1,0,0,10396044,1999,1999,1999
Jacek Rolinski,1,0,0,27259215,2015,2015,2015
B Rolstad,1,15,15,11918682,2002,2002,2002
P Romagnoli,1,4,4,11410998,2001,2001,2001
Pedro Romero,1,11,11,19735459,2009,2009,2009
J L Romet-Lemonne,1,0,0,11075395,2000,2000,2000
Y Ron,1,64,64,3280468,1988,1988,1988
M G Roncarolo,1,90,90,11208869,2001,2001,2001
F Ronchese,1,14,14,11535638,2001,2001,2001
Ruiming Rong,1,1,1,27868073,2016,2016,2016
G David Roodman,1,24,24,16313353,2005,2005,2005
Cliona M Rooney,1,9,9,21091116,2010,2010,2010
R Martin 2nd Roop,1,53,53,19830453,2009,2009,2009
Anja Roos,1,23,23,15048702,2004,2004,2004
Ramon Roozendaal,1,56,56,21073333,2010,2010,2010
J Rosai,1,19,19,9606805,1998,1998,1998
Noel R Rose,1,16,16,15546794,2004,2004,2004
Hugo R Rosen,1,10,10,14586893,2003,2003,2003
Ken S Rosenthal,1,5,5,21895992,2011,2011,2011
S A Rosenthal,1,13,13,774995,1976,1976,1976
G A Rossi,1,1,1,10335013,1999,1999,1999
V Rossi,1,0,0,2100493,1990,1990,1990
Susanne Rossner,1,8,8,18086384,2007,2007,2007
Antal Rot,1,275,275,18379575,2008,2008,2008
Marc E Rothenberg,1,15,15,21377038,2011,2011,2011
Kristina I Rother,1,10,10,18221429,2008,2008,2008
Helena Rotsztejn,1,0,0,19388527,2009,2009,2009
Robert Rottapel,1,49,49,18759933,2008,2008,2008
Martin E Rottenberg,1,6,6,17387705,2007,2007,2007
M F Rousseau,1,27,27,4356601,1973,1973,1973
Patrizia Rovere-Querini,1,2,2,15641071,2005,2005,2005
P Rovere,1,0,0,11095094,2000,2000,2000
Nikoletta Rovina,1,5,5,25922275,2015,2015,2015
Donald A Rowley,1,5,5,22326169,2012,2012,2012
Ajda Tahereh Rowshani,1,6,6,22828735,2012,2012,2012
C S D Roxburgh,1,25,25,21945823,2011,2011,2011
Krishnendu Roy,1,1,1,26489733,2015,2015,2015
Rene Ruckert,1,18,18,17509926,2007,2007,2007
Donald Rudikoff,1,1,1,12781440,2003,2003,2003
W Ruf,1,8,8,19630782,2009,2009,2009
Loredana Ruggeri,1,1,1,19779874,2009,2009,2009
Antonio Ruggiero,1,3,3,17194654,2006,2006,2006
Aurelia Rughetti,1,2,2,26839900,2016,2016,2016
Bert Ruiter,1,16,16,22464669,2012,2012,2012
Daniel Rukavina,1,3,3,15663599,2005,2005,2005
O A Rukavitsyn,1,0,0,12227066,2002,2002,2002
Vivian Mary Rumjanek,1,0,0,27088097,2016,2016,2016
Sarah M Russell,1,3,3,18392041,2008,2008,2008
Stephen J Russell,1,19,19,15461580,2004,2004,2004
Vincenzo Russo,1,8,8,24777958,2014,2014,2014
Thomas Rustemeyer,1,23,23,19125717,2009,2009,2009
Melanie R Rutkowski,1,8,8,23121972,2012,2012,2012
Thomas Ruzicka,1,2,2,20082953,2010,2010,2010
E J Ryan,1,13,13,21794024,2011,2011,2011
Renata Ryczan,1,0,0,14575007,2003,2003,2003
M Ryo,1,0,0,4339723,1971,1971,1971
Jay H Ryu,1,8,8,15331192,2004,2004,2004
Armin Saalmuller,1,4,4,16701965,2006,2006,2006
Rachel Lubong Sabado,1,15,15,20473346,2010,2010,2010
Robert Sabat,1,13,13,21251229,2011,2011,2011
David Sacks,1,87,87,12407413,2002,2002,2002
Steven H Sacks,1,19,19,20186746,2010,2010,2010
Michel Sadelain,1,30,30,15060556,2004,2004,2004
A Sadir,1,0,0,8815460,1996,1996,1996
Maziar Sadri,1,4,4,16372991,2005,2005,2005
B Safai,1,0,0,6764846,1982,1982,1982
Amar Safdar,1,0,0,20624046,2010,2010,2010
Lonial Sagar,1,2,2,11829279,2002,2002,2002
H Saidi,1,18,18,22033335,2011,2011,2011
Sarbjit S Saini,1,2,2,15842956,2005,2005,2005
Tatsuya Saitoh,1,1,1,21038622,2008,2008,2008
Shimon Sakaguchi,1,249,249,20016504,2009,2009,2009
Masatoshi Sakai,1,28,28,15811516,2005,2005,2005
Nitin K Saksena,1,6,6,18288969,2008,2008,2008
J Salamero,1,1,1,9920978,1999,1999,1999
M Salatino,1,4,4,21470132,2011,2011,2011
Imran Y Saleem,1,7,7,23054093,2012,2012,2012
Shahram Salek-Ardakani,1,23,23,16176850,2005,2005,2005
H R Salih,1,4,4,22087818,2011,2011,2011
J Salk,1,1,1,7991942,1994,1994,1994
A Saltzman,1,3,3,15550995,2004,2004,2004
Suryaprakash Sambhara,1,76,76,15268749,2004,2004,2004
P D Samman,1,4,4,4577059,1973,1973,1973
Hugh A Sampson,1,6,6,22134223,2011,2011,2011
A Sanchez-Fueyo,1,0,0,15811269,2005,2005,2005
Silvia Sanchez-Ramon,1,0,0,22285062,2012,2012,2012
Sergio Sanchez-Sosa,1,7,7,17321988,2007,2007,2007
Johan K Sandberg,1,18,18,20100670,2010,2010,2010
Virginia M Sanders,1,14,14,24486056,2014,2014,2014
Dario Sangiolo,1,4,4,24835841,2014,2014,2014
P Sansonetti,1,27,27,11953325,2002,2002,2002
Pere Santamaria,1,10,10,22355799,2012,2012,2012
Stefano Maria Santini,1,10,10,19031032,2008,2008,2008
Fabio R Santori,1,1,1,26222181,2015,2015,2015
Rajiv Sarin,1,8,8,19689299,2009,2009,2009
Ana Bela Sarmento Ribeiro,1,0,0,19547898,2009,2009,2009
A Sartori,1,3,3,24763541,2014,2014,2014
Minnie M Sarwal,1,1,1,23080065,2012,2012,2012
Yutaka Sasaki,1,0,0,12577933,2003,2003,2003
Maria Notomi Sato,1,6,6,20636030,2010,2010,2010
Mitsunobu Sato,1,7,7,15515424,2004,2004,2004
Sachiko Sato,1,56,56,19594636,2009,2009,2009
Takami Sato,1,0,0,26837440,2016,2016,2016
E K Satter,1,0,0,21139549,2010,2010,2010
Bipin N Savani,1,4,4,22265707,2012,2012,2012
V G Savchenko,1,0,0,18763607,2008,2008,2008
John Savill,1,378,378,12461569,2002,2002,2002
Ariel Savina,1,17,17,22827577,2012,2012,2012
Norimasa Sawada,1,7,7,23509817,2013,2013,2013
Caner Saygin,1,21,21,23755890,2013,2013,2013
D T Scadden,1,0,0,9371255,1994,1994,1994
F Ulrich Schade,1,19,19,19039057,2008,2008,2008
D Schadendorf,1,2,2,10543391,1999,1999,1999
Matthew Schaller,1,7,7,17684333,2007,2007,2007
J Scharfstein,1,11,11,17635790,2007,2007,2007
Anton V M B Schattenberg,1,2,2,16224243,2005,2005,2005
Jurgen Schauber,1,8,8,21181301,2010,2010,2010
G Schaumburg-Lever,1,1,1,2423465,1986,1986,1986
S Scheding,1,0,0,11012163,2000,2000,2000
D Scheidegger,1,8,8,7587353,1995,1995,1995
David A Scheinberg,1,4,4,12563615,2003,2003,2003
C Scheller,1,4,4,22699458,2012,2012,2012
H A Schenkein,1,11,11,21531918,2011,2011,2011
Rik J Scheper,1,34,34,18523771,2008,2008,2008
Giuseppe Schepisi,1,1,1,27177757,2016,2016,2016
W A Scherbaum,1,0,0,15765027,2005,2005,2005
Antoine Schernberg,1,0,0,27032303,2016,2016,2016
R K Scheule,1,9,9,11072110,2000,2000,2000
Annika Scheynius,1,12,12,12974780,2003,2003,2003
Virgil Schijns,1,4,4,24837511,2014,2014,2014
Gary Schiller,1,1,1,22398811,2012,2012,2012
J T Schiller,1,10,10,11727495,2001,2001,2001
Martin Schiller,1,1,1,19811267,2009,2009,2009
Ulrike Schleicher,1,35,35,16698319,2006,2006,2006
Robert P Schleimer,1,97,97,17928212,2007,2007,2007
Jeffrey Schlom,1,1,1,12430632,2002,2002,2002
D Schmidt,1,1,1,8084313,1994,1994,1994
H Schmidt,1,6,6,2660879,1989,1989,1989
Edgar Schmitt,1,5,5,12967780,2003,2003,2003
Manfred J Schmitt,1,0,0,23296934,2013,2013,2013
Ingo Schmitz,1,10,10,25287445,2014,2014,2014
Jurgen Schmitz,1,42,42,12480257,2002,2002,2002
J Schneider-Schaulies,1,19,19,19203113,2009,2009,2009
D A Schneider,1,0,0,20692048,2010,2010,2010
S C Schneider,1,2,2,7589695,1994,1994,1994
Johannes Schodel,1,3,3,25439732,2014,2014,2014
Patrick Schoffski,1,0,0,12182231,2002,2002,2002
Eric Scholar,1,74,74,17717638,2007,2007,2007
J W Schrader,1,10,10,6141895,1983,1983,1983
L K Schrager,1,56,56,9660366,1998,1998,1998
Barbara U Schraml,1,0,0,28413024,2017,2017,2017
Hans Schreiber,1,9,9,14630209,2003,2003,2003
S Schreiber,1,0,0,1833153,1991,1991,1991
Dorien M Schrijvers,1,16,16,24120737,2013,2013,2013
Nicolas W J Schroder,1,7,7,19106699,2008,2008,2008
John T Schroeder,1,2,2,22245389,2012,2012,2012
B Schuler-Thurner,1,3,3,18833080,2008,2008,2008
Birgit C Schultes,1,2,2,15268661,2004,2004,2004
E S Schultz,1,4,4,12797448,2003,2003,2003
Christopher Schuster,1,6,6,20212508,2010,2010,2010
Marie-Paule Schutze-Redelmeier,1,14,14,12428909,2002,2002,2002
Danita H Schuurhuis,1,25,25,16534219,2006,2006,2006
Robert F Schwabe,1,51,51,25066777,2014,2014,2014
Michal Schwartz,1,30,30,16629622,2006,2006,2006
Pamela L Schwartzberg,1,63,63,19079134,2008,2008,2008
Herbert Schwarz,1,1,1,24941289,2014,2014,2014
Edda Sciutto,1,14,14,22110392,2011,2011,2011
Emmanuel Scotet,1,15,15,18508701,2008,2008,2008
Stuart C Sealfon,1,0,0,22544465,2012,2012,2012
P F Searle,1,0,0,11255679,2001,2001,2001
Peter Sebo,1,55,55,16406775,2006,2006,2006
Robert A Seder,1,21,21,25190285,2014,2014,2014
Benjamin M Segal,1,8,8,15694210,2005,2005,2005
David M Segal,1,50,50,14726500,2004,2004,2004
Stephan Segerer,1,5,5,22133868,2011,2011,2011
Alexander M Seifalian,1,34,34,21116329,2010,2010,2010
H G Seijen,1,7,7,1597322,1992,1992,1992
G V Seledtsova,1,6,6,25933181,2015,2015,2015
B Seliger,1,12,12,12374283,2002,2002,2002
B F Semenov,1,0,0,15024991,2004,2004,2004
John W Semple,1,0,0,17725611,2007,2007,2007
Gabriela Senti,1,9,9,21725898,2011,2011,2011
E E Sercarz,1,5,5,9297533,1997,1997,1997
Rita Elena Serda,1,10,10,23761969,2013,2013,2013
Kristin Sere,1,4,4,24613914,2014,2014,2014
Laurent Serre,1,5,5,24168964,2013,2013,2013
C Servet-Delprat,1,7,7,11846228,2002,2002,2002
E Severinson,1,0,0,12869134,2003,2003,2003
A K Sewell,1,11,11,11274909,2001,2001,2001
William A Sewell,1,12,12,18503727,2008,2008,2008
Gregory J Seymour,1,17,17,20403108,2010,2010,2010
Swati Shah,1,11,11,24130966,2013,2013,2013
Michael Y Shapira,1,0,0,16610977,2006,2006,2006
I M Shapranova,1,0,0,3901576,1985,1985,1985
Andrew B Sharabi,1,18,18,26433823,2015,2015,2015
Keith A Sharkey,1,6,6,16432555,2006,2006,2006
Ranjit Sharma,1,1,1,16551830,2006,2006,2006
William T Shearer,1,2,2,12618748,2003,2003,2003
Hua-hao Shen,1,0,0,15978196,2005,2005,2005
Jian Shen,1,0,0,15347482,2004,2004,2004
Xi-Zhong Shen,1,22,22,21763074,2011,2011,2011
Xizhong Shen,1,11,11,21895966,2011,2011,2011
K C Sheng,1,9,9,22172061,2011,2011,2011
Zhi-yong Sheng,1,2,2,25007137,2014,2014,2014
Frances A Shepherd,1,0,0,23601304,2013,2013,2013
Dean Sheppard,1,57,57,24313777,2013,2013,2013
Linda A Sherman,1,66,66,15780985,2005,2005,2005
Bor-Ching Sheu,1,9,9,17441881,2007,2007,2007
Julia Alexandrovna Shevchenko,1,0,0,28513301,2017,2017,2017
Muki S Shey,1,2,2,24282122,2013,2013,2013
Bingyi Shi,1,9,9,25109681,2014,2014,2014
Fu-Dong Shi,1,7,7,20701455,2010,2010,2010
Yichao Shi,1,2,2,25189965,2014,2014,2014
Keiichi Shibagaki,1,0,0,26164688,2015,2015,2015
A Shibaki,1,0,0,10342746,1999,1999,1999
Rebecca A Shilling,1,16,16,19304274,2009,2009,2009
Kazunori Shimada,1,23,23,19430164,2009,2009,2009
Jun Shimazaki,1,0,0,27617877,2016,2016,2016
Kanako Shimizu,1,4,4,19479202,2009,2009,2009
Yoji Shimizu,1,42,42,19496742,2009,2009,2009
Jae Il Shin,1,0,0,27697608,2016,2016,2016
Jeoung-Sook Shin,1,2,2,26085212,2015,2015,2015
Kazuo Shiraki,1,0,0,15453319,2004,2004,2004
Warren D Shlomchik,1,11,11,14662324,2003,2003,2003
V Shpacovitch,1,31,31,18347074,2008,2008,2008
A Shukla,1,2,2,11601740,2001,2001,2001
Hari S Shukla,1,1,1,22521560,2012,2012,2012
L D Shultz,1,4,4,8981368,1997,1997,1997
Barry D Shur,1,37,37,19204935,2009,2009,2009
Galina V Shurin,1,21,21,22065047,2011,2011,2011
Nicola R Sibson,1,4,4,23073146,2012,2012,2012
S S Siegelman,1,0,0,9240514,1997,1997,1997
Maria Siemionow,1,1,1,18798138,2008,2008,2008
J Sieper,1,4,4,16724803,2006,2006,2006
Mikael Sigvardsson,1,1,1,26871596,2016,2016,2016
M Silberer,1,0,0,9233667,1997,1997,1997
R F Siliciano,1,50,50,9630210,1998,1998,1998
Manuel A Silva,1,16,16,18821596,2008,2008,2008
Angela Silvano,1,0,0,26749691,2014,2014,2014
Patricia Ucelli Simioni,1,3,3,26543876,2015,2015,2015
Anna Katharina Simon,1,22,22,23991647,2013,2013,2013
Hans-Uwe Simon,1,8,8,19130232,2009,2009,2009
M M Simon,1,0,0,10652726,2000,2000,2000
Tunde Simon,1,5,5,21933149,2011,2011,2011
A Singer,1,40,40,1590990,1992,1992,1992
Komal Singh Sandhu,1,7,7,18656706,2008,2008,2008
Bhagirath Singh,1,10,10,18782028,2008,2008,2008
Nevil J Singh,1,1,1,26242928,2015,2015,2015
Rakesh K Singh,1,2,2,19689296,2009,2009,2009
F Sinigaglia,1,4,4,11815732,2002,2002,2002
Photini Sinnis,1,13,13,23053392,2012,2012,2012
C Sinzger,1,9,9,10702719,2000,2000,2000
Jean-Claude Sirard,1,12,12,15036324,2004,2004,2004
G Sirgo,1,2,2,20034705,2009,2009,2009
Vanja Sisirak,1,149,149,21219184,2011,2011,2011
Michael Sixt,1,31,31,18275473,2008,2008,2008
A Sjolander,1,2,2,7865283,1994,1994,1994
Katerina Skalova,1,7,7,20665974,2010,2010,2010
Panagiotis Skendros,1,13,13,21034846,2010,2010,2010
Grzegorz Skibinski,1,7,7,14626426,2003,2003,2003
Joseph J Skitzki,1,22,22,19513944,2009,2009,2009
M Skoberne,1,13,13,15791960,2005,2005,2005
Annette E Skold,1,9,9,25597314,2015,2015,2015
Oleksii A Skorokhod,1,2,2,25969702,2015,2015,2015
Andrew E Sloan,1,6,6,17373896,2007,2007,2007
S F Slovin,1,3,3,11525292,2001,2001,2001
Peter D Sly,1,7,7,24493508,2014,2014,2014
Jan Smid,1,1,1,19450054,2009,2009,2009
Jolanda M Smit,1,55,55,20372965,2010,2010,2010
Derek Smith,1,2,2,19773087,2009,2009,2009
Kenneth G C Smith,1,87,87,20414206,2010,2010,2010
Linda A Smith,1,1,1,12776775,2003,2003,2003
Nicholas C Smith,1,37,37,18775432,2008,2008,2008
Scott B Snapper,1,12,12,18955138,2008,2008,2008
Marta Sochocka,1,0,0,19188883,2009,2009,2009
Oliver Soehnlein,1,20,20,19238385,2009,2009,2009
Ljiljana Sofronic-Milosavljevic,1,6,6,22392054,2012,2012,2012
Elizabeth J Soilleux,1,16,16,12653690,2003,2003,2003
Rafael Solana,1,58,58,19571643,2009,2009,2009
M Solignac,1,0,0,20510168,2010,2010,2010
Gen-Ichiro Soma,1,1,1,22641660,2012,2012,2012
Maja A Sommerfelt,1,0,0,18476786,2008,2008,2008
Nahum Sonenberg,1,10,10,18800159,2008,2008,2008
G H Song,1,0,0,12572076,2003,2003,2003
M Song,1,0,0,11068475,2000,2000,2000
Xiao-Tong Song,1,1,1,16989630,2006,2006,2006
R D Sontheimer,1,3,3,2666528,1989,1989,1989
Lynn Soong,1,31,31,18354154,2008,2008,2008
Maria Rathmann Sorensen,1,0,0,18092950,2007,2007,2007
C Sorg,1,2,2,8697614,1996,1996,1996
Rosalinda Sorrentino,1,18,18,21789594,2011,2011,2011
Afsaneh Soruri,1,8,8,15474968,2004,2004,2004
Eduardo M Sotomayor,1,10,10,17305477,2007,2007,2007
J P Soulillou,1,0,0,11342796,2001,2001,2001
Katharina Spanel-Borowski,1,1,1,21214088,2011,2011,2011
Florian Sparber,1,3,3,25482693,2014,2014,2014
Tim Sparwasser,1,5,5,25403892,2014,2014,2014
G T Spear,1,6,6,11816160,2002,2002,2002
I Spendlove,1,3,3,14662001,2003,2003,2003
F Spinozzi,1,1,1,9832066,1998,1998,1998
R Spisek,1,2,2,26647889,2015,2015,2015
Roberto Spisni,1,6,6,25483675,2014,2014,2014
Rosanne Spolski,1,40,40,18467657,2008,2008,2008
G M Sprinzl,1,0,0,11545544,2001,2001,2001
N Spruston,1,8,8,7580163,1995,1995,1995
Roopa Srinivasan,1,2,2,18473980,2008,2008,2008
G Srivastava,1,13,13,8772785,1996,1996,1996
Pramod Srivastava,1,24,24,18432918,2008,2008,2008
K J Stacey,1,6,6,10689778,2000,2000,2000
Simona Stager,1,7,7,15310456,2004,2004,2004
Peter J Stambrook,1,6,6,12496473,2002,2002,2002
Theodore J Standiford,1,16,16,21624505,2011,2011,2011
Thaddeus S Stappenbeck,1,35,35,20729636,2010,2010,2010
M J Staquet,1,2,2,8786890,1995,1995,1995
Mariusz Stasiolek,1,0,0,21407154,2011,2011,2011
Frank R Stassen,1,1,1,21971992,2011,2011,2011
Louis M Staudt,1,44,44,19383829,2009,2009,2009
L N Staurina,1,0,0,23659053,2013,2013,2013
Chad Steele,1,6,6,25281754,2014,2014,2014
S H Stein,1,3,3,2147917,1990,1990,1990
Kerstin Steinbrink,1,12,12,17951127,2007,2007,2007
G Steiner,1,3,3,2663366,1989,1989,1989
M Steinhoff,1,22,22,17977790,2007,2007,2007
Michael A Steller,1,1,1,12383909,2002,2002,2002
S Stenger,1,27,27,16239381,2005,2005,2005
Arnulf Stenzl,1,3,3,24215158,2013,2013,2013
Maciej Stepnik,1,2,2,14587531,2003,2003,2003
P L Stern,1,0,0,9835649,1998,1998,1998
W Sterry,1,1,1,1535350,1992,1992,1992
Liljana Stevceva,1,4,4,17266556,2007,2007,2007
Seth R Stevens,1,6,6,16488330,2006,2006,2006
Mario Stevenson,1,125,125,12835705,2003,2003,2003
A K Stewart,1,2,2,9989485,1999,1999,1999
Stephen M Stick,1,6,6,12760960,2003,2003,2003
Patrick J Stiff,1,0,0,27078511,2016,2016,2016
Angus Stock,1,7,7,23295361,2013,2013,2013
Brigitta Stockinger,1,88,88,19699679,2009,2009,2009
Johannes Stockl,1,8,8,17016053,2006,2006,2006
Maggie M Stoecker,1,3,3,23721279,2013,2013,2013
Jean-Francois Stoltz,1,3,3,16823108,2006,2006,2006
Joachim Storling,1,3,3,24048671,2013,2013,2013
Letitia Adela Maria Streba,1,0,0,25611258,2015,2015,2015
J G Strickler,1,4,4,9256295,1997,1997,1997
Marius Strioga,1,8,8,22732734,2012,2012,2012
Marius M Strioga,1,2,2,24280238,2013,2013,2013
Renata Stripecke,1,15,15,20218859,2010,2010,2010
Stephan Strobel,1,19,19,16670516,2006,2006,2006
Herbert Strobl,1,3,3,12811014,2003,2003,2003
Scott E Strome,1,1,1,15461569,2004,2004,2004
Jack L Strominger,1,6,6,17174926,2006,2006,2006
David F Stroncek,1,18,18,21258790,2011,2011,2011
Richard A Strugnell,1,16,16,20164434,2010,2010,2010
Andrew C Stubbs,1,2,2,11883693,2002,2002,2002
Liping Su,1,0,0,25543712,2014,2014,2014
Vladimir M Subbotin,1,1,1,24603211,2014,2014,2014
J R Subjeck,1,14,14,16610365,2006,2006,2006
Manikandan Subramanian,1,6,6,24196454,2013,2013,2013
S Subramanya,1,2,2,21824092,2011,2011,2011
Toshio Suda,1,1,1,16164204,2005,2005,2005
Katsuo Sueishi,1,0,0,17710892,2007,2007,2007
Jau-Ling Suen,1,2,2,22871601,2012,2012,2012
Yukihiko Sugimoto,1,0,0,23123710,2012,2012,2012
Kazunari Sugita,1,0,0,25765687,2015,2015,2015
M Sugita,1,0,0,11744926,2001,2001,2001
Bruce A Sullenger,1,46,46,12110902,2002,2002,2002
Kathleen E Sullivan,1,1,1,27872476,2016,2016,2016
Bo Sun,1,1,1,25797205,2015,2015,2015
Erwei Sun,1,0,0,26931618,2016,2016,2016
Jian-fang Sun,1,0,0,25801079,2015,2015,2015
Jie Sun,1,27,27,16210904,2005,2005,2005
Qinghua Sun,1,3,3,25264371,2014,2014,2014
Shao-Cong Sun,1,2,2,27012466,2016,2016,2016
Xue-Mei Sun,1,0,0,19549416,2009,2009,2009
Y Sun,1,3,3,10996630,2000,2000,2000
Krishna M Sundar,1,12,12,12740289,2003,2003,2003
S Sur,1,3,3,11350299,2001,2001,2001
Charles D Surh,1,2,2,26324349,2015,2015,2015
Mark Suter,1,39,39,19137537,2009,2009,2009
Kathrin Sutter,1,0,0,27821119,2016,2016,2016
Kazutomo Suzue,1,0,0,15861631,2005,2005,2005
Fumiko Suzuki,1,1,1,25751765,2015,2015,2015
Mattias Svensson,1,12,12,17049923,2006,2006,2006
J Swanson,1,44,44,7629494,1995,1995,1995
R Syme,1,3,3,11276358,2001,2001,2001
Sandra Szameit,1,0,0,19895229,2009,2009,2009
M Szczepanik,1,3,3,17033103,2006,2006,2006
Peter Szodoray,1,3,3,26300591,2015,2015,2015
Henk F Tabak,1,27,27,12839494,2003,2003,2003
Jacek Tabarkiewicz,1,1,1,23148747,2012,2012,2012
Ira Tabas,1,415,415,21529710,2011,2011,2011
Imad A Tabbara,1,20,20,17636477,2007,2007,2007
Josep Tabernero,1,0,0,28231560,2017,2017,2017
